,address,city,state,zip,fld_zone,zone_subty,x,y,geocoder
14235,521 FREEPORT AVENUE N,ST PETERSBURG,FL,33702,AE,nan,-82.64038999999998,27.849351,geocodio
14276,3628 PRADO DRIVE,SARASOTA,FL,34235,A,nan,-82.496774,27.377929,geocodio
14279,13340 MIAMI ST,HUDSON,FL,34667,AE,COASTAL FLOODPLAIN,-82.69282,28.350992,geocodio
14301,533 ROBIN HILL CIR,BRANDON,FL,33510,AE,nan,-82.288678,27.94688,geocodio
14303,3607 HOOVER DRIVE,HOLIDAY,FL,34691,AE,COASTAL FLOODPLAIN,-82.75533799999998,28.191255,geocodio
14342,537 19TH STREET NW,RUSKIN,FL,33570,AE,nan,-82.46132,27.723492,geocodio
14354,129 FOREST GROVE BL,PALM HARBOR,FL,34683,AE,nan,-82.767719,28.067404,geocodio
14409,225 COLLEGE W AVE,RUSKIN,FL,33570,AE,nan,-82.43799199999998,27.713555,geocodio
14411,5640 QUIST DR,PORT RICHEY,FL,34668,AE,COASTAL FLOODPLAIN,-82.72106999999998,28.27883,geocodio
14438,108 SAGO LN,NOKOMIS,FL,34275,AE,nan,-82.45567699999998,27.132544,geocodio
14447,3836 ANGLERS LN,LARGO,FL,33774,AE,nan,-82.826722,27.899644,geocodio
14456,16633 CARACARA CT,SPRING HILL,FL,34610,A,nan,-82.540305,28.339952,geocodio
14458,6704 S SHERRILL ST,TAMPA,FL,33616,AE,nan,-82.530707,27.869488,geocodio
14460,6234 SEABREEZE DR,PORT RICHEY,FL,34668,AE,COASTAL FLOODPLAIN,-82.711855,28.299647,geocodio
14473,5011 BARRON MEADOWS,PLANT CITY,FL,33566,A,nan,-82.182372,27.977593,geocodio
14483,13930 HELEN AVENUE,HUDSON,FL,34667,AE,COASTAL FLOODPLAIN,-82.70375799999998,28.359734,geocodio
14484,7448 WPA RD.,BROOKSVILLE,FL,34601,AE,nan,-82.316748,28.540815,geocodio
14496,4402 W BAY COURT AVE,TAMPA,FL,33611,AE,nan,-82.51879499999998,27.907227,geocodio
14508,4713 W WYOMING AVE,TAMPA,FL,33616,AE,nan,-82.524218,27.882684,geocodio
14519,8678 MERRIMOOR BLVD E,SEMINOLE,FL,33777,AE,nan,-82.74889799999998,27.850658,geocodio
14548,821 WHITE HERON BLVD,RUSKIN,FL,33570,AE,nan,-82.447029,27.719092,geocodio
14567,7915 CADILLAC AVE,HUDSON,FL,34667,AE,COASTAL FLOODPLAIN,-82.683662,28.377486,geocodio
14584,10009 95TH ST,LARGO,FL,33777,AE,nan,-82.770381,27.863421,geocodio
14585,685 N AFTERGLOW CIR,CRYSTAL RIVER,FL,34429,AE,nan,-82.58589499999998,28.872006,geocodio
14601,5973 MCKEE LAKE DR N,SAINT PETERSBURG,FL,33709,AE,nan,-82.715332,27.827527,geocodio
14602,603 PINEWALK DR,BRANDON,FL,33510,AE,nan,-82.29334299999998,27.969315,geocodio
14644,9507 ALVERNON DR,NEW PORT RICHEY,FL,34655,AE,nan,-82.65801399999998,28.221283,geocodio
14658,703 WATERVIEW LN,TARPON SPRINGS,FL,34689,AE,nan,-82.766945,28.140449,geocodio
14678,37414 WOODRIVER DR,DADE CITY,FL,33523,AE,nan,-82.19627599999998,28.476993,geocodio
14703,3538 RAINTREE LN,LAKELAND,FL,33803,A,nan,-81.945576,27.999443,geocodio
14712,1823 WOOD STOCK CIR,TARPON SPRINGS,FL,34689,AE,nan,-82.756291,28.170628,geocodio
14728,6210 CHERRY BLOSSOM TRL,GIBSONTON,FL,33534,AE,nan,-82.38121499999998,27.825632,geocodio
14729,4655 LAKE LOWERY RD,HAINES CITY,FL,33844,AE,nan,-81.678025,28.141871,geocodio
14744,5855 27TH AVE S,GULFPORT,FL,33707,AE,nan,-82.713719,27.743961,geocodio
14756,5530 21ST ST,ZEPHYRHILLS,FL,33542,AE,nan,-82.17125299999998,28.238081,geocodio
14761,6912 9TH AVE NW,BRADENTON,FL,34209,AE,nan,-82.631248,27.507167,geocodio
14762,9319 87TH TER,LARGO,FL,33777,AE,nan,-82.767975,27.85137,geocodio
14776,5215 SUNCATCHER DR,WESLEY CHAPEL,FL,33545,AH,nan,-82.276241,28.232894,geocodio
14787,5911 MAGNOLIA ST N,ST PETERSBURG,FL,33703,AE,nan,-82.645607,27.825793,geocodio
14815,1257 DREW ST,LAKELAND,FL,33810,AE,nan,-82.04109099999998,28.061361,geocodio
14822,34102 RINGWALT DR,DADE CITY,FL,33523,AE,nan,-82.18355599999998,28.479967,geocodio
14825,787 LAKE CLARK CT,LAKELAND,FL,33813,AE,nan,-81.97006,27.94598,geocodio
14848,11856 THICKET WOOD DR,RIVERVIEW,FL,33579,A,nan,-82.29861699999998,27.817662,geocodio
14921,4940 SPIRAL WAY,SAINT CLOUD,FL,34771,AE,nan,-81.24097399999998,28.324231,geocodio
14929,4827 SPOTTSWOOD DR,ORLANDO,FL,32812,A,nan,-81.31060999999998,28.484263,geocodio
14937,4245 APRIL LN,MIMS,FL,32754,A,nan,-80.88153599999998,28.734791,geocodio
14960,557 DAWSON DRIVE,MELBOURNE,FL,32940,A,nan,-80.696967,28.220451,geocodio
14967,34814 WILLIAM LANE,EUSTIS,FL,32736,AE,nan,-81.576442,28.85623,geocodio
14990,3382 NW 17TH AVE,OKEECHOBEE,FL,34972,A,nan,-80.84662,27.274818,geocodio
15071,441 DOROTHY AVE,HOLLY HILL,FL,32117,AE,nan,-81.041174,29.232163,geocodio
15072,632 FLORIDIAN DRIVE,KISSIMMEE,FL,34758,AE,nan,-81.457389,28.16339,geocodio
15110,5025 TOPEKA AVENUE,SAINT CLOUD,FL,34773,A,nan,-81.060281,28.137552,geocodio
15173,8401 DIMARE DR,ORLANDO,FL,32822,AE,nan,-81.27296699999998,28.491607,geocodio
15184,179 EDWARDS ST,DAYTONA BEACH,FL,32117,A,nan,-81.042113,29.224422,geocodio
15242,19650 NW 80TH DR,OKEECHOBEE,FL,34972,A,nan,-81.029947,27.325838,geocodio
15257,18843 FROST DRIVE,ORLANDO,FL,32820,A,nan,-81.09779299999998,28.554075,geocodio
15297,4326 LAKEWAY DR E,ORLANDO,FL,32839,AE,nan,-81.412637,28.499576,geocodio
15354,335 MAPLE ST,DAYTONA BEACH,FL,32114,A,nan,-81.023971,29.204265,geocodio
15368,1543 SABAL CT,VERO BEACH,FL,32963,AE,nan,-80.398505,27.753411,geocodio
15373,40910 PINE TREE LAN,EUSTIS,FL,32736,A,nan,-81.424667,28.943796,geocodio
15402,280 BAYHEAD DR,MELBOURNE,FL,32940,A,nan,-80.68312299999998,28.232737,geocodio
15403,3311 TARRAGON ST,COCOA,FL,32926,A,nan,-80.79183,28.415121,geocodio
15409,563 BITTERWOOD CT,KISSIMMEE,FL,34743,A,nan,-81.36116599999998,28.331828,geocodio
15437,337 BELLA ROSA CIR,SANFORD,FL,32771,AE,nan,-81.237533,28.803636,geocodio
15469,3905 RICHY RD,MIMS,FL,32754,A,nan,-80.864641,28.707874,geocodio
15496,110 EAST BAYWOOD SQ,DAYTONA BEACH,FL,32119,AE,nan,-81.045083,29.165019,geocodio
15507,25 LAUREL OAKS CIRC,ORMOND BEACH,FL,32174,AE,FLOODWAY,-81.068548,29.264475,geocodio
15522,6955 NW 186TH ST APT F510,HIALEAH,FL,33015,AE,nan,-80.31564299999998,25.94218,geocodio
15526,3240 10TH AVE SE,NAPLES,FL,34117,AH,nan,-81.54138,26.211962,geocodio
15536,6995 NW 186TH ST #E408,HIALEAH,FL,33015,AE,nan,-80.316325,25.94213,geocodio
15560,14901 SW 82ND TERR #1-210,MIAMI,FL,33193,AH,nan,-80.434235,25.6892,geocodio
15561,14951 SW 82 LN #17-405,MIAMI,FL,33193,AH,nan,-80.435135,25.689094,geocodio
15569,11442 SW 225 STREET,MIAMI,FL,33170,AH,nan,-80.37712999999998,25.558041,geocodio
15570,2925 35TH AVE NE,NAPLES,FL,34120,AH,nan,-81.54914599999998,26.296903,geocodio
15573,14531 CYPRESS TRACE,FORT MEYERS,FL,33919,AE,nan,-81.888969,26.530008,geocodio
15577,232 PEBBLE BEACH CIR #E201,NAPLES,FL,34113,AE,nan,-81.734271,26.096157,geocodio
15578,8270 SW 149TH CT #10-205,MIAMI,FL,33193,AH,nan,-80.436121,25.688579,geocodio
15582,18845 NW 62ND AVE APT 107,HIALEAH,FL,33015,AE,nan,-80.298686,25.944488,geocodio
15584,14920 SW 82ND LANE APT 12-209,MIAMI,FL,33193,AH,nan,-80.43513199999998,25.68895,geocodio
15587,14902 SW 82ND LANE UNIT 13-210,MIAMI,FL,33193,AH,nan,-80.434612,25.689059,geocodio
15593,1608 SW 2ND COURT,HOMESTEAD,FL,33030,AH,nan,-80.49794199999998,25.467391,geocodio
15601,1160 POINCIANA CT,FORT MYERS,FL,33916,AE,nan,-81.837556,26.656236,geocodio
15604,21436 SW 89TH PATH,CUTLER BAY,FL,33189,AE,nan,-80.33759499999998,25.565883,geocodio
15626,2521 GAIL HELEN CT,NORTH FORT MYERS,FL,33917,AE,nan,-81.859103,26.6994,geocodio
15641,16561 HERON COACH WAY UNIT#108,FORT MYERS,FL,33908,AE,nan,-81.87358299999998,26.49949,geocodio
15649,8870 FONTAINEBLEAU BLVD # 505,MIAMI,FL,33172,AH,nan,-80.34124699999998,25.77249,geocodio
15670,1805 W 56TH ST UNIT 113,HIALEAH,FL,33012,AH,nan,-80.31969499999998,25.873584,geocodio
15681,12401 SW 259TH TER,HOMESTEAD,FL,33032,AE,nan,-80.392616,25.526529,geocodio
15686,9639 EATON GARDENS LN,FORT MYERS,FL,33919,AE,nan,-81.91429999999998,26.522232,geocodio
15690,1272 SPERLING COUR,NAPLES,FL,34103,AH,nan,-81.794931,26.194439,geocodio
15691,10006 SW 222ND ST,CUTLER BAY,FL,33190,AE,nan,-80.35374,25.560784,geocodio
15692,7390 N DEVON DR #312,TAMARAC,FL,33321,AH,nan,-80.294616,26.217984,geocodio
15695,1378 NW 100TH TER,MIAMI,FL,33147,AH,nan,-80.22157699999998,25.866299,geocodio
15705,1875 W 56TH ST APT 105,HIALEAH,FL,33012,AH,nan,-80.319883,25.874253,geocodio
15708,810 SE 7TH ST APT 402,DEERFIELD BEACH,FL,33441,AH,nan,-80.094138,26.307181,geocodio
15720,4115 LAKESIDE DR,TAMARAC,FL,33319,AH,nan,-80.20636299999998,26.19292,geocodio
15724,220 SW 5TH AVENUE,SOUTH BAY,FL,33493,AE,nan,-80.717144,26.661544,geocodio
15729,667 NW ERROLL ST,PORT CHARLOTTE,FL,33952,AE,nan,-82.115649,26.98992,geocodio
15731,325 2ND AVE,LABELLE,FL,33935,AE,nan,-81.443999,26.759628,geocodio
15732,3249 NE HOLLY CREEK DR,JENSEN BEACH,FL,34957,AE,nan,-80.243413,27.243489,geocodio
15738,6272 WESTSHORE DR UNIT F-3,FORT MYERS,FL,33907,AE,nan,-81.876602,26.545032,geocodio
15746,2244 NE 135TH LN,NORTH MIAMI,FL,33181,AE,nan,-80.155845,25.901005,geocodio
15750,1816 NW 4TH ST,POMPANO BEACH,FL,33069,AH,nan,-80.148149,26.234621,geocodio
15760,4111 LAKESIDE DR,TAMARAC,FL,33319,AH,nan,-80.20636299999998,26.19292,geocodio
15762,19800 SW 180TH AVE LOT 550,MIAMI,FL,33187,AH,nan,-80.48419099999998,25.581191,geocodio
15768,19800 SW 180TH AVE # 444,MIAMI,FL,33187,AH,nan,-80.48419099999998,25.581191,geocodio
15771,1440 47TH AVE NE,NAPLES,FL,34120,AH,nan,-81.579679,26.316966,geocodio
15779,2022 SE 14TH CT,HOMESTEAD,FL,33035,AH,nan,-80.446894,25.456931,geocodio
15793,1230 NW 4TH STREET #3,MIAMI,FL,33125,AE,nan,-80.215553,25.777085,geocodio
15794,1230 NW 4TH STREET APT #4,MIAMI,FL,33125,AE,nan,-80.215553,25.777085,geocodio
15798,11150 BOMBAY LANE,FORT MYERS,FL,33908,AE,nan,-81.937962,26.506137,geocodio
15808,7678 NW 178TH ST,HIALEAH,FL,33015,AE,nan,-80.32519,25.934981,geocodio
15819,12400 SW 207 TER,MIAMI,FL,33177,AH,nan,-80.393417,25.573652,geocodio
15822,101 NE 41ST ST 45C,OAKLAND PARK,FL,33334,AH,nan,-80.145791,26.178627,geocodio
15825,19242 NW 67TH PL,HIALEAH,FL,33015,AE,nan,-80.310046,25.947414,geocodio
15844,430 E 4TH ST,PAHOKEE,FL,33476,AE,nan,-80.66203899999998,26.818221,geocodio
15853,1021 NW 3RD ST APT 206,MIAMI,FL,33128,AE,nan,-80.212011,25.776779,geocodio
15854,12225 SW 195TH TER,MIAMI,FL,33177,AH,nan,-80.38979,25.585066,geocodio
15856,4084 LAKESIDE DR,TAMARAC,FL,33319,AH,nan,-80.20636299999998,26.19292,geocodio
15859,6410 SCOTT ST,HOLLYWOOD,FL,33024,AH,nan,-80.216809,26.028847,geocodio
15862,4440 24TH AVE SE,NAPLES,FL,34117,AH,nan,-81.51678599999998,26.186839,geocodio
15866,402 FOREST HILLS BLVD,NAPLES,FL,34113,AE,nan,-81.729634,26.100119,geocodio
15868,4197 LAKESIDE DR # 4197,TAMARAC,FL,33319,AH,nan,-80.20636299999998,26.19292,geocodio
15878,8972 SW 228 LN,MIAMI,FL,33190,AE,nan,-80.337942,25.555007,geocodio
15879,4069 LAKESIDE DR,TAMARAC,FL,33319,AH,nan,-80.20636299999998,26.19292,geocodio
15896,8520 SW 212 ST UNIT 308,CUTLER BAY,FL,33189,AE,nan,-80.327949,25.569996,geocodio
15907,960 SW 2 ST 4,MIAMI,FL,33130,AE,nan,-80.210758,25.771414,geocodio
15908,14247 MEMORIAL HWY #12F,MIAMI,FL,33161,AE,nan,-80.195834,25.906352,geocodio
15909,1330 W 54TH STREET UNIT C,HIALEAH,FL,33012,AH,nan,-80.309872,25.871404,geocodio
15910,4139 LAKESIDE DR BLDG. NO,TAMARAC,FL,33319,AH,nan,-80.20636299999998,26.19292,geocodio
15918,3074 NW 48TH TER,MIAMI,FL,33142,AH,nan,-80.246098,25.818365,geocodio
15925,8412 NW 8TH ST,MIAMI,FL,33126,AH,nan,-80.332278,25.777941,geocodio
15938,3101 N COUNTRY CLUB DR APT 106,AVENTURA,FL,33180,AE,nan,-80.13756999999998,25.967024,geocodio
15949,6980 NW 186TH ST,HIALEAH,FL,33015,AE,nan,-80.31561999999998,25.94143,geocodio
15961,21383 NE 8TH COURT UNIT 2,MIAMI,FL,33179,A,nan,-80.185201,25.972283,geocodio
15962,11191 SW 64TH ST,MIAMI,FL,33173,AH,nan,-80.374329,25.708209,geocodio
15969,14246 SW 97 TERRACE,MIAMI,FL,33186,AH,nan,-80.42260799999998,25.677473,geocodio
15970,726 E 36 ST,HIALEAH,FL,33013,AH,nan,-80.267988,25.855065,geocodio
15975,8529 FRANJO RD,MIAMI,FL,33189,AE,nan,-80.328441,25.575556,geocodio
15977,1701 SE 19TH LN,CAPE CORAL,FL,33990,AE,nan,-81.938462,26.61658,geocodio
15979,18145 NW 83RD AVE,HIALEAH,FL,33015,AE,nan,-80.33646299999998,25.938827,geocodio
15986,2121 SW 82 PLACE,MIAMI,FL,33155,AH,nan,-80.32905499999998,25.750203,geocodio
15987,3709 NE 4TH STREET,HOMESTEAD,FL,33033,AH,nan,-80.42183699999998,25.474341,geocodio
16000,7605 SW GAINES AVE,STUART,FL,34997,AE,COMBINED RIVERINE AND COASTAL FLOODPLAIN,-80.254146,27.112088,geocodio
16020,12875 SW 64TH LN,MIAMI,FL,33183,AH,nan,-80.402815,25.708471,geocodio
16037,14712 SW 84TH TER,MIAMI,FL,33193,AH,nan,-80.430853,25.687038,geocodio
16047,1931 NW 77TH STREET,MIAMI,FL,33147,AH,nan,-80.2303,25.845123,geocodio
16051,5914 SIENA LANE #1107,HOLLYWOOD,FL,33021,AH,nan,-80.20613899999998,26.028857,geocodio
16053,3031 NW 134 ST 04,OPA LOCKA,FL,33054,AH,nan,-80.248796,25.896394,geocodio
16054,473 NE 21 TER,HOMESTEAD,FL,33033,AH,nan,-80.446939,25.474929,geocodio
16056,3241 NW 173RD TER,MIAMI GARDENS,FL,33056,AE,nan,-80.25416199999998,25.932106,geocodio
16059,367 KING AVE,KEY LARGO,FL,33037,AE,nan,-80.386272,25.149786,geocodio
16069,700 NW 214TH ST UNIT 502,MIAMI GARDENS,FL,33169,AE,nan,-80.21600499999998,25.971356,geocodio
16075,19344 ACOSTA TRL,SUGARLOAF KEY,FL,33042,AE,nan,-81.53189999999998,24.664181,geocodio
16099,20805 SOUTHWEST 85TH CT,CUTLER BAY,FL,33189,AE,nan,-80.326864,25.57431,geocodio
16102,1268 NE 150TH ST,MIAMI,FL,33161,AE,nan,-80.17413,25.913461,geocodio
16103,714 NEW MARKET RD W,IMMOKALEE,FL,34142,AH,nan,-81.42519699999998,26.434769,geocodio
16108,1857S E 14 ST,HOMESTEAD,FL,33035,AH,nan,-80.44960299999998,25.457322,geocodio
16116,2619 NW 10TH TER,CAPE CORAL,FL,33993,AE,nan,-82.02873599999998,26.67194,geocodio
16117,4340 70TH AVE NE,NAPLES,FL,34120,AH,nan,-81.52186299999998,26.359648,geocodio
16121,2221 NW 51ST STREET,MIAMI,FL,33142,AH,nan,-80.232977,25.821434,geocodio
16128,20501 SW 86TH CT,CUTLER BAY,FL,33189,AE,nan,-80.330864,25.576744,geocodio
16149,7070 FILLMORE ST,HOLLYWOOD,FL,33024,AH,nan,-80.22977899999998,26.013118,geocodio
16152,18471 ALPHONSE CIRCLE,PORT CHARLOTTE,FL,33948,AE,nan,-82.14283399999998,26.968338,geocodio
16155,5452 NW 192ND LN,MIAMI GARDENS,FL,33055,AE,nan,-80.292084,25.946895,geocodio
16164,1306 NW 204TH ST,MIAMI GARDENS,FL,33169,AE,nan,-80.224187,25.961938,geocodio
16187,1707 FLETCHER ST,HOLLYWOOD,FL,33020,AE,nan,-80.140956,25.997999,geocodio
16195,3346 NW 203RD ST,MIAMI GARDENS,FL,33056,AE,nan,-80.25841599999998,25.959218,geocodio
16196,8840 SW 214 STREET,CUTLER BAY,FL,33189,AE,nan,-80.334838,25.566377,geocodio
16198,9320 FONTAINEBLEAU #415,MIAMI,FL,33172,AH,nan,-80.347741,25.771561,geocodio
16202,4020 CAPE HAZE DR,ROTONDA WEST,FL,33947,AE,nan,-82.28835999999998,26.863778,geocodio
16206,2475 CLIPPER WAY,NAPLES,FL,34104,AE,nan,-81.773448,26.166545,geocodio
16217,3802 STABILE RD,SAINT JAMES CITY,FL,33956,AE,nan,-82.08213399999998,26.516354,geocodio
16225,4240 SE 20TH PL,CAPE CORAL,FL,33904,AE,nan,-81.932597,26.571825,geocodio
16230,23487 SW 113TH AVE,HOMESTEAD,FL,33032,AE,nan,-80.373962,25.54887,geocodio
16231,702 CONCORDIA AVE,CLEWISTON,FL,33440,AE,nan,-80.92188,26.755781,geocodio
16249,17201 NW 33RD CT,MIAMI GARDENS,FL,33056,AE,nan,-80.25615899999998,25.930848,geocodio
16250,234 GUAVA AVE,WEST PALM BEACH,FL,33413,AE,nan,-80.13032599999998,26.681233,geocodio
16255,1713 YORK ISLAND DR,NAPLES,FL,34112,AE,nan,-81.78192699999998,26.106294,geocodio
16256,27656 SW 142 AVENUE,HOMESTEAD,FL,33032,AH,nan,-80.42085,25.510079,geocodio
16260,10416 SW 229 LN,MIAMI,FL,33190,AE,nan,-80.360354,25.553759,geocodio
16262,23911 SW 112 CT,HOMESTEAD,FL,33032,AE,nan,-80.372415,25.544955,geocodio
16263,161 NW 85 ST,MIAMI,FL,33150,AH,nan,-80.200405,25.853142,geocodio
16264,23153 SW 104TH PL,CUTLER BAY,FL,33190,AE,nan,-80.361329,25.552245,geocodio
16266,2349 NE 4TH ST,HOMESTEAD,FL,33033,AH,nan,-80.443841,25.47414,geocodio
16267,8647 SW 207TH TERR,CUTLER BAY,FL,33189,AE,nan,-80.33056899999998,25.574853,geocodio
16273,8620 SOUTHWIND BAY CIR,FORT MYERS,FL,33908,AE,nan,-81.896918,26.486489,geocodio
16278,144 NE 26TH AVE,HOMESTEAD,FL,33033,AH,nan,-80.439469,25.471695,geocodio
16283,22333 EDGEWATER DR B1,PORT CHARLOTTE,FL,33980,AE,nan,-82.07890399999998,26.96389,geocodio
16288,14749 CRANBERRY CT,NAPLES,FL,34114,AE,nan,-81.66526399999998,26.042678,geocodio
16296,8631 W 33RD AVE,HIALEAH,FL,33018,AE,nan,-80.35145,25.901123,geocodio
16304,11250 SW 238TH ST,HOMESTEAD,FL,33032,AE,nan,-80.37339,25.545977,geocodio
16305,5282 MESSINA ST,AVE MARIA,FL,34142,AH,nan,-81.433295,26.327384,geocodio
16308,2328 SE 16TH TERRACE,HOMESTEAD,FL,33035,AH,nan,-80.45201299999998,25.450845,geocodio
16313,479 SE 32ND TERR,HOMESTEAD,FL,33033,AH,nan,-80.42846299999998,25.46582,geocodio
16317,7743 BUCKS RUN DR,NAPLES,FL,34120,AH,nan,-81.683891,26.246639,geocodio
16318,18715 FORT SMITH CIR,PORT CHARLOTTE,FL,33948,AE,nan,-82.141232,26.957747,geocodio
16327,6771 THORMAN RD,PORT CHARLOTTE,FL,33981,AE,nan,-82.231182,26.9336,geocodio
16328,8073 DIMSTEAD ST,PORT CHARLOTTE,FL,33981,AE,nan,-82.225994,26.914122,geocodio
16330,4316 MINDI AVE,NAPLES,FL,34112,AE,nan,-81.753873,26.110523,geocodio
16331,6473 ROYAL WOODS DR,FORT MYERS,FL,33908,AE,nan,-81.861699,26.48888,geocodio
16341,6358 CONISTON ST,PORT CHARLOTTE,FL,33981,AE,nan,-82.229633,26.93755,geocodio
16343,4383 MUNDELLA CIRCLE,PORT CHARLOTTE,FL,33948,AE,nan,-82.13671499999998,26.967869,geocodio
16344,210 BROOKS CT,N FORT MYERS,FL,33917,AE,nan,-81.87430999999998,26.67283,geocodio
16579,306 GRACIE AVE,FT OGLETHORPE,GA,30742,AE,nan,-85.254243,34.942895,geocodio
16602,207 ROWLAND AVE,ROSSVILLE,GA,30741,AE,nan,-85.294022,34.983564,geocodio
16925,8700 OLD BAINBRIDGE RD,BACONTON,GA,31716,A,nan,-84.17609,31.372759,geocodio
16993,8744 OLD BAINBRIDGE RD,BACONTON,GA,31716,A,nan,-84.175039,31.374256,geocodio
17001,6 TEAL COURT,BLOOMINGDALE,GA,31302,AE,nan,-81.35901099999998,32.062062,geocodio
17006,4929 STRAWBERRY RD,PELHAM,GA,31779,A,nan,-84.196577,31.155238,geocodio
17038,219 GREENWOOD DR,CEDARTOWN,GA,30125,AE,nan,-85.25118,34.016958,geocodio
17194,1623 SMART ST,SAVANNAH,GA,31415,AE,nan,-81.118616,32.090893,geocodio
17208,1510 W 10TH AVE,ALBANY,GA,31707,A,nan,-84.188066,31.59921,geocodio
17463,107 CAMELLIA RD,ALBANY,GA,31705,AE,nan,-84.13402,31.520713,geocodio
17546,4900 STERLING RIDGE CT,COLUMBUS,GA,31909,AE,nan,-84.91020899999998,32.536991,geocodio
17573,2022 N HARDING ST,ALBANY,GA,31701,A,nan,-84.172694,31.605687,geocodio
17638,142 SUGAR MILL CIR,SAVANNAH,GA,31419,AE,nan,-81.207586,31.992429,geocodio
17923,803 W HAMILTON AVE,WAYCROSS,GA,31503,AE,nan,-82.36510599999998,31.195343,geocodio
17926,81 OYSTER CV,SAINT MARYS,GA,31558,AE,nan,-81.537593,30.760265,geocodio
18119,1301 STUBBS STREET,SAVANNAH,GA,31404,AE,nan,-81.07393,32.057563,geocodio
18161,250 SUGAR MILL DR,SAVANNAH,GA,31419,AE,nan,-81.20905999999998,31.994678,geocodio
18190,310 TIBET AVE UNIT 17,SAVANNAH,GA,31406,AE,nan,-81.135793,31.991775,geocodio
18235,2485 REESE AVENUE,AUGUSTA,GA,30906,AE,nan,-82.012274,33.428766,geocodio
18365,12409 WOODLEY RD,SAVANNAH,GA,31419,AE,nan,-81.138765,31.974417,geocodio
18475,29 JOY LANE,MIDWAY,GA,31320,A,nan,-81.409985,31.80758,geocodio
18525,160 MICHELIZZI ST,NAHUNTA,GA,31553,A,nan,-81.984087,31.218981,geocodio
18530,1232 W 49TH ST,SAVANNAH,GA,31405,AE,nan,-81.119392,32.052371,geocodio
18762,555 KAREN DRIVE,RINGGOLD,GA,30736,AE,nan,-85.205686,34.967836,geocodio
18830,1113 ACKER DR,ALBANY,GA,31707,A,nan,-84.176865,31.60746,geocodio
18958,1006 S JEFFERSON ST,ALBANY,GA,31701,AE,nan,-84.155654,31.564246,geocodio
18997,203 PETTIGREW DR,SAVANNAH,GA,31411,AE,nan,-81.023887,31.953839,geocodio
19027,118 MARSH OAK DR,BRUNSWICK,GA,31525,AE,nan,-81.421649,31.280084,geocodio
19156,4 HAMMOCK ST,SAVANNAH,GA,31419,AE,nan,-81.179349,31.982528,geocodio
19280,113 PICKET RUN,BRUNSWICK,GA,31520,AE,nan,-81.517075,31.202538,geocodio
19293,1604 CRESWELL ST,WAYCROSS,GA,31503,AE,nan,-82.362565,31.194352,geocodio
19296,103 GORDON BEND NE,LUDOWICI,GA,31316,A,nan,-81.703362,31.738766,geocodio
19337,83 HENRY AVE,SAINT MARYS,GA,31558,AE,nan,-81.527626,30.753769,geocodio
19434,2313 BEACHVIEW DR,ALBANY,GA,31705,AE,nan,-84.12025199999998,31.608362,geocodio
19543,523 CREEKSIDE DR,LEESBURG,GA,31763,AE,FLOODWAY,-84.19063099999998,31.648939,geocodio
19613,1708 LOWELL LN,ALBANY,GA,31707,AE,nan,-84.197462,31.58946,geocodio
19831,3565 ROUTE 66,NORTH POLE,AK,99705,A,nan,-147.279823,64.755764,geocodio
19927,8966 S RIVER DRIVE,PALMER,AK,99645,AE,nan,-149.131225,61.490608,geocodio
19979,2550 KATHY LEE LANE UNIT A-B,NORTH POLE,AK,99705,A,nan,-147.38540599999996,64.81314,geocodio
20219,6112 RIVER GLEN PLACE,GARDEN CITY,ID,83714,AE,nan,-116.28774000000001,43.660258,geocodio
20253,1533 SW 154TH PATH,MIAMI,FL,33194,AH,nan,-80.44593,25.752506,geocodio
20316,3326 MADISON ST,BELLWOOD,IL,60104,AE,nan,-87.874581,41.877736,geocodio
20401,26117 LOCUST LN,WILMINGTON,IL,60481,AE,nan,-88.24338799999998,41.368023,geocodio
20402,1547 KENILWORTH DR,CALUMET CITY,IL,60409,AE,nan,-87.52844899999998,41.58835,geocodio
20420,3125 MONROE ST,BELLWOOD,IL,60104,AE,nan,-87.871941,41.877462,geocodio
20582,312 S ELM ST,VILLA GROVE,IL,61956,AE,nan,-88.157916,39.859693,geocodio
21080,14438 HARMONY CHURCH RD,WEST FRANKFORT,IL,62896,A,nan,-88.887933,37.861453,geocodio
21126,404 E CHERRY ST,WATSEKA,IL,60970,AE,nan,-87.72833699999998,40.775317,geocodio
21464,104 PARK DR,MCCLURE,IL,62957,AE,nan,-89.49647299999998,37.297228,geocodio
21470,577 E JACOB RD,GORHAM,IL,62940,AE,nan,-89.51725299999998,37.715667,geocodio
21506,37694 GRAPEVINE TRL,MC CLURE,IL,62957,AE,nan,-89.427357,37.318713,geocodio
21528,14364 SPRING LAKE RD,ROCKPORT,IL,62370,AE,nan,-90.973809,39.470541,geocodio
21739,300 E SOUTH ST,DWIGHT,IL,60420,AE,FLOODWAY,-88.423479,41.09077,geocodio
21915,408 W MAIN ST,SIDNEY,IL,61877,AE,nan,-88.078702,40.026212,geocodio
22299,2903 SHOREWOOD DR,MCHENRY,IL,60050,AE,nan,-88.24438399999998,42.369105,geocodio
22329,3202 GILBERT AVE,ROCKFORD,IL,61101,AE,nan,-89.10747,42.295398,geocodio
22393,75 E JEFFREY AVE,WHEELING,IL,60090,AE,nan,-87.913904,42.132989,geocodio
